sample_id,timestamp,label,split
sample_0292,2008-08-19 06:24:00,PASS,train
sample_0293,2008-08-19 07:43:00,PASS,train
sample_0294,2008-08-19 07:58:00,FAIL,train
sample_0295,2008-08-19 08:01:00,PASS,train
sample_0296,2008-08-19 08:07:00,PASS,test
sample_0297,2008-08-19 08:33:00,PASS,test
sample_0298,2008-08-19 09:04:00,PASS,train
sample_0299,2008-08-19 09:05:00,PASS,train
sample_0300,2008-08-19 10:46:00,PASS,train
sample_0301,2008-08-19 11:11:00,PASS,train
sample_0302,2008-08-19 11:13:00,PASS,train
sample_0303,2008-08-19 11:13:00,PASS,train
sample_0304,2008-08-19 11:28:00,PASS,train
sample_0305,2008-08-19 11:44:00,PASS,train
sample_0306,2008-08-19 11:46:00,PASS,test
sample_0307,2008-08-19 11:57:00,PASS,train
sample_0308,2008-08-19 11:58:00,PASS,train
sample_0309,2008-08-19 12:30:00,PASS,train
sample_0310,2008-08-19 15:33:00,PASS,train
sample_0311,2008-08-19 18:12:00,PASS,train
sample_0312,2008-08-19 18:12:00,PASS,train
sample_0313,2008-08-19 18:30:00,PASS,test
sample_0314,2008-08-19 18:30:00,PASS,train
sample_0315,2008-08-19 19:38:00,PASS,train
sample_0316,2008-08-19 20:53:00,PASS,train
sample_0317,2008-08-20 00:05:00,PASS,train
sample_0318,2008-08-20 01:33:00,PASS,train
sample_0319,2008-08-20 01:42:00,PASS,train
sample_0320,2008-08-20 02:13:00,PASS,test
sample_0321,2008-08-20 02:27:00,FAIL,train
sample_0322,2008-08-20 03:00:00,PASS,train
sample_0323,2008-08-20 03:12:00,FAIL,train
sample_0324,2008-08-20 06:36:00,PASS,train
sample_0325,2008-08-20 07:12:00,PASS,test
sample_0326,2008-08-20 08:40:00,FAIL,test
sample_0327,2008-08-20 09:17:00,FAIL,train
sample_0328,2008-08-20 10:26:00,PASS,train
sample_0329,2008-08-20 16:08:00,PASS,train
sample_0330,2008-08-20 16:16:00,PASS,train
sample_0331,2008-08-20 17:09:00,PASS,test
sample_0332,2008-08-20 17:35:00,PASS,train
sample_0333,2008-08-20 17:36:00,PASS,train
sample_0334,2008-08-20 18:29:00,PASS,train
sample_0335,2008-08-20 18:35:00,PASS,train
sample_0336,2008-08-20 19:20:00,FAIL,test
sample_0337,2008-08-20 20:19:00,PASS,test
sample_0338,2008-08-20 21:33:00,PASS,train
sample_0339,2008-08-20 21:41:00,PASS,train
sample_0340,2008-08-20 21:58:00,PASS,train
sample_0341,2008-08-20 22:13:00,PASS,train
sample_0342,2008-08-20 22:45:00,PASS,test
sample_0343,2008-08-20 23:18:00,PASS,train
sample_0344,2008-08-20 23:43:00,FAIL,test
sample_0345,2008-08-21 02:11:00,PASS,test
sample_0346,2008-08-21 02:46:00,PASS,train
sample_0347,2008-08-21 04:22:00,PASS,train
sample_0348,2008-08-21 04:29:00,PASS,train
sample_0349,2008-08-21 05:06:00,PASS,train
sample_0350,2008-08-21 05:15:00,PASS,train
sample_0351,2008-08-21 06:10:00,FAIL,train
sample_0352,2008-08-21 11:22:00,PASS,train
sample_0353,2008-08-21 12:00:00,PASS,train
sample_0354,2008-08-21 12:31:00,PASS,train
sample_0355,2008-08-21 12:33:00,PASS,train
sample_0356,2008-08-21 12:43:00,PASS,train
sample_0357,2008-08-21 12:52:00,PASS,train
sample_0358,2008-08-21 13:11:00,PASS,train
sample_0359,2008-08-21 13:19:00,PASS,train
sample_0360,2008-08-21 13:29:00,PASS,train
sample_0361,2008-08-21 13:45:00,PASS,train
sample_0362,2008-08-21 14:47:00,PASS,train
sample_0363,2008-08-21 15:05:00,PASS,train
sample_0364,2008-08-21 15:06:00,PASS,train
sample_0365,2008-08-21 15:32:00,PASS,train
sample_0366,2008-08-21 15:48:00,PASS,test
sample_0367,2008-08-21 15:50:00,PASS,train
sample_0368,2008-08-21 16:19:00,FAIL,train
sample_0369,2008-08-21 16:36:00,PASS,test
sample_0370,2008-08-21 17:25:00,PASS,train
sample_0371,2008-08-21 17:44:00,PASS,train
sample_0372,2008-08-21 18:04:00,PASS,train
sample_0373,2008-08-21 18:05:00,FAIL,train
sample_0374,2008-08-21 18:39:00,PASS,train
sample_0375,2008-08-21 18:53:00,PASS,train
sample_0376,2008-08-21 19:12:00,PASS,train
sample_0377,2008-08-21 19:12:00,PASS,train
sample_0378,2008-08-21 19:46:00,PASS,train
sample_0379,2008-08-21 20:19:00,PASS,train
sample_0380,2008-08-21 20:21:00,PASS,train
sample_0381,2008-08-21 20:37:00,PASS,train
sample_0382,2008-08-21 21:32:00,PASS,train
sample_0383,2008-08-21 22:25:00,PASS,test
sample_0384,2008-08-21 22:41:00,PASS,train
sample_0385,2008-08-21 23:08:00,PASS,train
sample_0386,2008-08-21 23:27:00,PASS,train
sample_0387,2008-08-21 23:53:00,PASS,train
sample_0388,2008-08-21 23:57:00,PASS,train
sample_0389,2008-08-22 00:43:00,PASS,train
sample_0390,2008-08-22 00:44:00,PASS,test
sample_0391,2008-08-22 00:47:00,PASS,train
sample_0392,2008-08-22 01:04:00,FAIL,test
sample_0393,2008-08-22 01:26:00,PASS,train
sample_0394,2008-08-22 01:27:00,PASS,train
sample_0395,2008-08-22 01:54:00,PASS,train
sample_0396,2008-08-22 02:01:00,PASS,train
sample_0397,2008-08-22 02:25:00,PASS,test
sample_0398,2008-08-22 02:52:00,PASS,train
sample_0399,2008-08-22 03:18:00,PASS,test
sample_0400,2008-08-22 03:58:00,PASS,train
sample_0401,2008-08-22 04:40:00,PASS,train
sample_0402,2008-08-22 04:57:00,PASS,train
sample_0403,2008-08-22 05:21:00,PASS,train
sample_0404,2008-08-22 05:31:00,PASS,train
sample_0405,2008-08-22 05:32:00,PASS,train
sample_0406,2008-08-22 06:00:00,FAIL,train
sample_0407,2008-08-22 07:04:00,PASS,train
sample_0408,2008-08-22 07:17:00,PASS,train
sample_0409,2008-08-22 07:27:00,PASS,train
sample_0410,2008-08-22 09:29:00,PASS,train
sample_0411,2008-08-22 09:29:00,PASS,train
sample_0412,2008-08-22 10:01:00,PASS,train
sample_0413,2008-08-22 10:18:00,PASS,train
sample_0414,2008-08-22 10:47:00,PASS,train
sample_0415,2008-08-22 11:32:00,PASS,train
sample_0416,2008-08-22 12:13:00,PASS,train
sample_0417,2008-08-22 12:37:00,PASS,train
sample_0418,2008-08-22 12:42:00,PASS,train
sample_0419,2008-08-22 13:22:00,PASS,train
sample_0420,2008-08-22 14:45:00,PASS,train
sample_0421,2008-08-22 15:25:00,PASS,train
sample_0422,2008-08-22 15:39:00,PASS,train
sample_0423,2008-08-22 15:54:00,PASS,train
sample_0424,2008-08-22 19:14:00,FAIL,train
sample_0425,2008-08-22 23:46:00,PASS,train
sample_0426,2008-08-22 23:47:00,PASS,train
sample_0427,2008-08-22 23:49:00,PASS,train
sample_0428,2008-08-22 23:56:00,PASS,train
sample_0429,2008-08-23 02:04:00,PASS,train
sample_0430,2008-08-23 03:26:00,PASS,train
sample_0431,2008-08-23 04:50:00,PASS,train
sample_0432,2008-08-23 04:52:00,PASS,train
sample_0433,2008-08-23 05:57:00,PASS,train
sample_0434,2008-08-23 05:57:00,PASS,test
sample_0435,2008-08-23 05:58:00,PASS,test
sample_0436,2008-08-23 05:58:00,PASS,train
sample_0437,2008-08-23 09:24:00,PASS,train
sample_0438,2008-08-23 12:58:00,PASS,train
sample_0439,2008-08-23 13:02:00,PASS,train
sample_0440,2008-08-23 15:10:00,PASS,test
sample_0441,2008-08-23 15:29:00,FAIL,train
sample_0442,2008-08-24 02:32:00,PASS,test
sample_0443,2008-08-24 04:00:00,PASS,train
sample_0444,2008-08-24 07:12:00,PASS,test
sample_0445,2008-08-24 07:14:00,PASS,train
sample_0446,2008-08-24 10:09:00,PASS,train
sample_0447,2008-08-24 10:14:00,PASS,train
sample_0448,2008-08-24 13:03:00,FAIL,train
sample_0449,2008-08-25 09:29:00,PASS,test
sample_0450,2008-08-27 00:46:00,PASS,test
sample_0451,2008-08-27 11:38:00,PASS,train
sample_0452,2008-08-27 12:22:00,PASS,train
sample_0453,2008-08-27 13:35:00,PASS,train
sample_0454,2008-08-27 14:18:00,PASS,train
sample_0455,2008-08-27 17:14:00,PASS,test
sample_0456,2008-08-27 22:48:00,PASS,train
sample_0457,2008-08-27 22:58:00,PASS,train
sample_0458,2008-08-28 03:03:00,PASS,test
sample_0459,2008-08-28 03:04:00,PASS,test
sample_0460,2008-08-28 03:29:00,PASS,test
sample_0461,2008-08-28 03:38:00,PASS,test
sample_0462,2008-08-28 03:45:00,PASS,train
sample_0463,2008-08-28 04:10:00,PASS,train
sample_0464,2008-08-28 04:20:00,PASS,test
sample_0465,2008-08-28 04:54:00,PASS,train
sample_0466,2008-08-28 05:00:00,PASS,train
sample_0467,2008-08-28 06:15:00,PASS,train
sample_0468,2008-08-28 06:39:00,PASS,train
sample_0469,2008-08-28 06:56:00,PASS,train
sample_0470,2008-08-28 07:40:00,PASS,train
sample_0471,2008-08-28 07:51:00,PASS,train
sample_0472,2008-08-28 08:41:00,PASS,train
sample_0473,2008-08-28 09:46:00,PASS,train
sample_0474,2008-08-28 09:49:00,PASS,train
sample_0475,2008-08-28 10:15:00,PASS,train
sample_0476,2008-08-28 10:28:00,PASS,test
sample_0477,2008-08-28 10:32:00,PASS,train
sample_0478,2008-08-28 11:19:00,PASS,train
sample_0479,2008-08-28 12:44:00,PASS,train
sample_0480,2008-08-28 14:48:00,PASS,train
sample_0481,2008-08-28 15:19:00,PASS,train
sample_0482,2008-08-28 16:01:00,PASS,train
sample_0483,2008-08-28 16:43:00,PASS,train
sample_0484,2008-08-28 16:52:00,PASS,train
sample_0485,2008-08-28 17:21:00,PASS,train
sample_0486,2008-08-28 17:27:00,PASS,train
sample_0487,2008-08-28 17:32:00,PASS,train
sample_0488,2008-08-28 18:05:00,PASS,train
sample_0489,2008-08-28 18:10:00,PASS,train
sample_0490,2008-08-28 18:15:00,PASS,train
sample_0491,2008-08-28 18:25:00,PASS,train
sample_0492,2008-08-28 18:47:00,PASS,train
sample_0493,2008-08-28 18:57:00,PASS,train
sample_0494,2008-08-28 20:20:00,PASS,train
sample_0495,2008-08-28 20:39:00,FAIL,train
sample_0496,2008-08-28 21:03:00,PASS,test
sample_0497,2008-08-28 21:52:00,PASS,train
sample_0498,2008-08-28 22:57:00,PASS,train
sample_0499,2008-08-28 23:40:00,PASS,train
sample_0500,2008-08-28 23:42:00,PASS,test
sample_0501,2008-08-29 00:49:00,PASS,train
sample_0502,2008-08-29 01:06:00,PASS,train
sample_0503,2008-08-29 02:38:00,PASS,train
sample_0504,2008-08-29 02:39:00,PASS,train
sample_0505,2008-08-29 03:27:00,PASS,train
sample_0506,2008-08-29 03:33:00,PASS,train
sample_0507,2008-08-29 03:46:00,PASS,train
sample_0508,2008-08-29 04:55:00,FAIL,train
sample_0509,2008-08-29 04:56:00,PASS,train
sample_0510,2008-08-29 05:16:00,PASS,train
sample_0511,2008-08-29 05:54:00,PASS,train
sample_0512,2008-08-29 05:54:00,PASS,test
sample_0513,2008-08-29 05:57:00,PASS,train
sample_0514,2008-08-29 05:57:00,PASS,train
sample_0515,2008-08-29 06:35:00,PASS,test
sample_0516,2008-08-29 06:37:00,PASS,train
sample_0517,2008-08-29 06:40:00,PASS,train
sample_0518,2008-08-29 06:45:00,FAIL,test
sample_0519,2008-08-29 06:54:00,PASS,train
sample_0520,2008-08-29 07:18:00,PASS,test
sample_0521,2008-08-29 07:22:00,PASS,train
sample_0522,2008-08-29 07:24:00,PASS,train
sample_0523,2008-08-29 07:33:00,PASS,train
sample_0524,2008-08-29 07:33:00,PASS,test
sample_0525,2008-08-29 08:10:00,PASS,train
sample_0526,2008-08-29 08:20:00,PASS,train
sample_0527,2008-08-29 08:41:00,PASS,test
sample_0528,2008-08-29 08:45:00,PASS,train
sample_0529,2008-08-29 12:21:00,PASS,train
sample_0530,2008-08-29 12:22:00,PASS,test
sample_0531,2008-08-29 12:37:00,PASS,train
sample_0532,2008-08-29 13:04:00,PASS,train
sample_0533,2008-08-29 13:14:00,PASS,test
sample_0534,2008-08-29 13:27:00,PASS,train
sample_0535,2008-08-29 13:49:00,PASS,test
sample_0536,2008-08-29 14:11:00,PASS,train
sample_0537,2008-08-29 14:18:00,PASS,train
sample_0538,2008-08-29 14:30:00,PASS,train
sample_0539,2008-08-29 15:01:00,PASS,train
sample_0540,2008-08-29 15:43:00,PASS,train
sample_0541,2008-08-29 16:26:00,PASS,train
sample_0542,2008-08-29 20:21:00,PASS,train
sample_0543,2008-08-29 20:49:00,PASS,train
sample_0544,2008-08-29 21:25:00,PASS,train
sample_0545,2008-08-29 21:46:00,PASS,test
sample_0546,2008-08-29 21:54:00,PASS,train
sample_0547,2008-08-29 22:11:00,PASS,train
sample_0548,2008-08-29 22:45:00,PASS,train
sample_0549,2008-08-29 22:49:00,PASS,test
sample_0550,2008-08-29 22:56:00,PASS,train
sample_0551,2008-08-30 00:01:00,PASS,train
sample_0552,2008-08-30 00:05:00,PASS,train
sample_0553,2008-08-30 00:57:00,PASS,test
sample_0554,2008-08-30 01:29:00,PASS,train
sample_0555,2008-08-30 02:08:00,PASS,train
