feature,missing_count,missing_pct,observed_count,observed_unique,all_missing,observed_constant,observed_variance
feature_213,24,0.015315890236119975,1543,810,False,False,0.0028103121416435902
feature_214,24,0.015315890236119975,1543,803,False,False,0.003185177286413376
feature_215,24,0.015315890236119975,1543,823,False,False,0.0009257997205954684
feature_216,24,0.015315890236119975,1543,728,False,False,0.0006633694373813712
feature_217,24,0.015315890236119975,1543,836,False,False,0.002140770607871394
feature_253,24,0.015315890236119975,1543,442,False,False,0.0005025594523298202
feature_313,24,0.015315890236119975,1543,1,False,True,0.0
feature_314,24,0.015315890236119975,1543,1,False,True,0.0
feature_348,24,0.015315890236119975,1543,357,False,False,0.00014062726494624397
feature_349,24,0.015315890236119975,1543,373,False,False,0.00011235514568122547
feature_350,24,0.015315890236119975,1543,435,False,False,0.00020509138908851422
feature_351,24,0.015315890236119975,1543,499,False,False,0.0006029459282634052
feature_352,24,0.015315890236119975,1543,354,False,False,0.0001729985008037049
feature_353,24,0.015315890236119975,1543,563,False,False,0.0002400717772357676
feature_354,24,0.015315890236119975,1543,486,False,False,0.00017065929984639934
feature_355,24,0.015315890236119975,1543,572,False,False,0.0004972660168452514
feature_391,24,0.015315890236119975,1543,183,False,False,4.536728583795109e-05
feature_449,24,0.015315890236119975,1543,1,False,True,0.0
feature_450,24,0.015315890236119975,1543,1,False,True,0.0
feature_482,24,0.015315890236119975,1543,1062,False,False,78916.18609434873
feature_483,24,0.015315890236119975,1543,1402,False,False,37172.574890815966
feature_484,24,0.015315890236119975,1543,1324,False,False,45393.52573652398
feature_485,24,0.015315890236119975,1543,1358,False,False,47794.327814754215
feature_486,24,0.015315890236119975,1543,1039,False,False,82524.59096513716
feature_487,24,0.015315890236119975,1543,1199,False,False,69565.18944810456
feature_488,24,0.015315890236119975,1543,1314,False,False,63484.88211364706
feature_489,24,0.015315890236119975,1543,1344,False,False,51971.59427432854
feature_525,24,0.015315890236119975,1543,1526,False,False,15.35933836027162
feature_002,14,0.008934269304403318,1553,507,False,False,870.4652775640333
feature_003,14,0.008934269304403318,1553,518,False,False,194965.88283056885
feature_004,14,0.008934269304403318,1553,503,False,False,3173.90185939375
feature_005,14,0.008934269304403318,1553,1,False,True,0.0
feature_006,14,0.008934269304403318,1553,510,False,False,38.877785729255955
feature_138,14,0.008934269304403318,1553,348,False,False,152.30972787150057
feature_139,14,0.008934269304403318,1553,518,False,False,69282.57248349213
feature_140,14,0.008934269304403318,1553,498,False,False,256804.55520409226
feature_141,14,0.008934269304403318,1553,1,False,True,0.0
feature_142,14,0.008934269304403318,1553,374,False,False,12.610384866546232
feature_273,14,0.008934269304403318,1553,518,False,False,14.662995228190411
feature_274,14,0.008934269304403318,1553,518,False,False,7323.973710446108
feature_275,14,0.008934269304403318,1553,458,False,False,28525.524194827536
feature_276,14,0.008934269304403318,1553,1,False,True,0.0
feature_277,14,0.008934269304403318,1553,512,False,False,1.4305404238734247
feature_411,14,0.008934269304403318,1553,509,False,False,0.3039279292663225
feature_412,14,0.008934269304403318,1553,518,False,False,338.84313285595914
feature_413,14,0.008934269304403318,1553,518,False,False,2236.649513982598
feature_414,14,0.008934269304403318,1553,1,False,True,0.0
feature_415,14,0.008934269304403318,1553,513,False,False,15.658615030300808
feature_084,12,0.007657945118059987,1555,180,False,False,2.5499236467778465e-05
feature_219,12,0.007657945118059987,1555,64,False,False,2.7079243597564126e-06
feature_357,12,0.007657945118059987,1555,28,False,False,2.507639333753786e-07
feature_491,12,0.007657945118059987,1555,472,False,False,1.4979045932967028
feature_019,10,0.006381620931716656,1557,361,False,False,0.0474783415367316
feature_155,10,0.006381620931716656,1557,65,False,False,1.2590327188271504
feature_290,10,0.006381620931716656,1557,324,False,False,0.07338680577203084
feature_428,10,0.006381620931716656,1557,404,False,False,112.98233910890333
feature_007,9,0.00574345883854499,1558,89,False,False,8.0253677590176e-05
feature_121,9,0.00574345883854499,1558,54,False,False,0.009917321382371985
feature_122,9,0.00574345883854499,1558,309,False,False,0.8169091595067737
feature_123,9,0.00574345883854499,1558,50,False,False,0.01172459544592407
feature_124,9,0.00574345883854499,1558,59,False,False,0.013020419887581763
feature_125,9,0.00574345883854499,1558,155,False,False,0.07866041230048727
feature_126,9,0.00574345883854499,1558,273,False,False,0.06420621704408569
feature_127,9,0.00574345883854499,1558,324,False,False,0.018323792187562308
feature_128,9,0.00574345883854499,1558,268,False,False,0.06974339552699968
feature_129,9,0.00574345883854499,1558,93,False,False,1.4886123009510441
feature_130,9,0.00574345883854499,1558,310,False,False,0.006807037590180131
feature_131,9,0.00574345883854499,1558,68,False,False,5.061843085750581e-06
feature_143,9,0.00574345883854499,1558,63,False,False,1.6419805682213299e-06
feature_256,9,0.00574345883854499,1558,1,False,True,0.0
feature_257,9,0.00574345883854499,1558,1,False,True,0.0
feature_258,9,0.00574345883854499,1558,1,False,True,0.0
feature_259,9,0.00574345883854499,1558,1,False,True,0.0
feature_260,9,0.00574345883854499,1558,1,False,True,0.0
feature_261,9,0.00574345883854499,1558,1,False,True,0.0
feature_262,9,0.00574345883854499,1558,1,False,True,0.0
feature_263,9,0.00574345883854499,1558,1,False,True,0.0
feature_264,9,0.00574345883854499,1558,1,False,True,0.0
feature_265,9,0.00574345883854499,1558,1,False,True,0.0
feature_266,9,0.00574345883854499,1558,1,False,True,0.0
feature_278,9,0.00574345883854499,1558,22,False,False,1.1554886700140563e-07
feature_394,9,0.00574345883854499,1558,1,False,True,0.0
feature_395,9,0.00574345883854499,1558,1,False,True,0.0
feature_396,9,0.00574345883854499,1558,1,False,True,0.0
feature_397,9,0.00574345883854499,1558,1,False,True,0.0
feature_398,9,0.00574345883854499,1558,1,False,True,0.0
feature_399,9,0.00574345883854499,1558,1,False,True,0.0
feature_400,9,0.00574345883854499,1558,1,False,True,0.0
feature_401,9,0.00574345883854499,1558,1,False,True,0.0
feature_402,9,0.00574345883854499,1558,1,False,True,0.0
feature_403,9,0.00574345883854499,1558,1,False,True,0.0
feature_404,9,0.00574345883854499,1558,1,False,True,0.0
feature_416,9,0.00574345883854499,1558,510,False,False,1.0714336847699646
feature_528,9,0.00574345883854499,1558,1,False,True,0.0
feature_529,9,0.00574345883854499,1558,1,False,True,0.0
feature_530,9,0.00574345883854499,1558,1,False,True,0.0
feature_531,9,0.00574345883854499,1558,1,False,True,0.0
feature_532,9,0.00574345883854499,1558,1,False,True,0.0
feature_533,9,0.00574345883854499,1558,1,False,True,0.0
feature_534,9,0.00574345883854499,1558,1,False,True,0.0
feature_535,9,0.00574345883854499,1558,1,False,True,0.0
feature_536,9,0.00574345883854499,1558,1,False,True,0.0
feature_537,9,0.00574345883854499,1558,1,False,True,0.0
feature_538,9,0.00574345883854499,1558,1,False,True,0.0
feature_132,8,0.005105296745373325,1559,306,False,False,0.0028263837541869286
feature_133,8,0.005105296745373325,1559,336,False,False,42.71412039197771
feature_134,8,0.005105296745373325,1559,335,False,False,8.937210868883993
feature_267,8,0.005105296745373325,1559,291,False,False,0.0008784798672608425
feature_268,8,0.005105296745373325,1559,333,False,False,53.90567670626349
feature_269,8,0.005105296745373325,1559,330,False,False,1.3270105686684075
feature_405,8,0.005105296745373325,1559,228,False,False,0.00011502195137505704
feature_406,8,0.005105296745373325,1559,335,False,False,8.00140589213712
feature_407,8,0.005105296745373325,1559,331,False,False,0.13292889078170947
feature_539,8,0.005105296745373325,1559,333,False,False,1.5687841600909287
feature_540,8,0.005105296745373325,1559,336,False,False,0.5353754462023361
feature_541,8,0.005105296745373325,1559,336,False,False,8.38361176381619
feature_001,7,0.004467134652201659,1560,1504,False,False,6461.254533408285
feature_059,7,0.004467134652201659,1560,1500,False,False,90.80496473544015
feature_063,7,0.004467134652201659,1560,1534,False,False,50.65995551897041
feature_064,7,0.004467134652201659,1560,1496,False,False,24.759300723117022
feature_065,7,0.004467134652201659,1560,1550,False,False,50.68614300016121
feature_137,7,0.004467134652201659,1560,1059,False,False,2728.6273092537804
feature_196,7,0.004467134652201659,1560,867,False,False,246.98909335239972
feature_200,7,0.004467134652201659,1560,1008,False,False,75.48017227071006
feature_201,7,0.004467134652201659,1560,861,False,False,26.039165999342536
feature_202,7,0.004467134652201659,1560,1470,False,False,213.69226329059146
feature_272,7,0.004467134652201659,1560,1557,False,False,314.4176986020062
feature_332,7,0.004467134652201659,1560,1517,False,False,31.848146139460056
feature_336,7,0.004467134652201659,1560,1532,False,False,57.05851548459736
feature_337,7,0.004467134652201659,1560,1517,False,False,2.8862273270269188
feature_338,7,0.004467134652201659,1560,1520,False,False,31.845845717296147
feature_410,7,0.004467134652201659,1560,1545,False,False,4.504146204490861
feature_468,7,0.004467134652201659,1560,1317,False,False,53219.23226113264
feature_472,7,0.004467134652201659,1560,1560,False,False,2273.6447480301276
feature_473,7,0.004467134652201659,1560,1558,False,False,503.99823168814527
feature_474,7,0.004467134652201659,1560,1559,False,False,615.7822659960768
feature_000,6,0.0038289725590299937,1561,1520,False,False,5416.695243505432
feature_060,6,0.0038289725590299937,1561,1498,False,False,36.31216579465381
feature_061,6,0.0038289725590299937,1561,1418,False,False,0.07550889732497074
feature_062,6,0.0038289725590299937,1561,1518,False,False,74.41231234016831
feature_066,6,0.0038289725590299937,1561,1559,False,False,135.00940566904134
feature_067,6,0.0038289725590299937,1561,1306,False,False,94497.0851865849
feature_068,6,0.0038289725590299937,1561,1479,False,False,17.966889923363055
feature_069,6,0.0038289725590299937,1561,1,False,True,0.0
feature_070,6,0.0038289725590299937,1561,1533,False,False,90.93785936140776
feature_071,6,0.0038289725590299937,1561,1557,False,False,1001.200898449593
feature_074,6,0.0038289725590299937,1561,2,False,False,0.011269022423986972
feature_091,6,0.0038289725590299937,1561,1191,False,False,0.007683375247638117
feature_094,6,0.0038289725590299937,1561,22,False,False,3.030350212437124e-08
feature_095,6,0.0038289725590299937,1561,14,False,False,1.0894041623969259e-08
feature_096,6,0.0038289725590299937,1561,1333,False,False,0.04818367457487336
feature_097,6,0.0038289725590299937,1561,1,False,True,0.0
feature_098,6,0.0038289725590299937,1561,1420,False,False,0.18230590640519784
feature_099,6,0.0038289725590299937,1561,272,False,False,0.003933835278400769
feature_100,6,0.0038289725590299937,1561,35,False,False,1.2632536100768203e-07
feature_101,6,0.0038289725590299937,1561,29,False,False,4.870480453035041e-08
feature_102,6,0.0038289725590299937,1561,1066,False,False,0.003962386718118324
feature_105,6,0.0038289725590299937,1561,177,False,False,1.0248342744204199e-05
feature_106,6,0.0038289725590299937,1561,180,False,False,8.921903426777213e-06
feature_107,6,0.0038289725590299937,1561,1159,False,False,0.00764693445669816
feature_108,6,0.0038289725590299937,1561,1183,False,False,0.007522087980158582
feature_136,6,0.0038289725590299937,1561,1089,False,False,2904.403841720082
feature_197,6,0.0038289725590299937,1561,898,False,False,111.27678259932098
feature_198,6,0.0038289725590299937,1561,773,False,False,0.2889416573370525
feature_199,6,0.0038289725590299937,1561,920,False,False,270.2830538751051
feature_203,6,0.0038289725590299937,1561,1501,False,False,304.7190538095067
feature_204,6,0.0038289725590299937,1561,1210,False,False,319134.83627317176
feature_205,6,0.0038289725590299937,1561,841,False,False,133.11126295763856
feature_206,6,0.0038289725590299937,1561,2,False,False,0.002560818411299448
feature_207,6,0.0038289725590299937,1561,1046,False,False,305.96834776931786
feature_208,6,0.0038289725590299937,1561,1549,False,False,787.2598534898572
feature_209,6,0.0038289725590299937,1561,2,False,False,1.3635221676999512
feature_226,6,0.0038289725590299937,1561,1,False,True,0.0
feature_229,6,0.0038289725590299937,1561,1,False,True,0.0
feature_230,6,0.0038289725590299937,1561,1,False,True,0.0
feature_231,6,0.0038289725590299937,1561,1,False,True,0.0
feature_232,6,0.0038289725590299937,1561,1,False,True,0.0
feature_233,6,0.0038289725590299937,1561,1,False,True,0.0
feature_234,6,0.0038289725590299937,1561,1,False,True,0.0
feature_235,6,0.0038289725590299937,1561,1,False,True,0.0
feature_236,6,0.0038289725590299937,1561,1,False,True,0.0
feature_237,6,0.0038289725590299937,1561,1,False,True,0.0
feature_240,6,0.0038289725590299937,1561,1,False,True,0.0
feature_241,6,0.0038289725590299937,1561,1,False,True,0.0
feature_242,6,0.0038289725590299937,1561,1,False,True,0.0
feature_243,6,0.0038289725590299937,1561,1,False,True,0.0
feature_271,6,0.0038289725590299937,1561,1559,False,False,319.0051021571202
feature_333,6,0.0038289725590299937,1561,1527,False,False,11.5760298286696
feature_334,6,0.0038289725590299937,1561,1145,False,False,0.029869230033458902
feature_335,6,0.0038289725590299937,1561,1526,False,False,33.405004847108
feature_339,6,0.0038289725590299937,1561,1543,False,False,36.878364063388524
feature_340,6,0.0038289725590299937,1561,761,False,False,68463.13037093282
feature_341,6,0.0038289725590299937,1561,1517,False,False,13.444886328178868
feature_342,6,0.0038289725590299937,1561,2,False,False,0.00012803313567700189
feature_343,6,0.0038289725590299937,1561,1541,False,False,28.83801866894516
feature_344,6,0.0038289725590299937,1561,1551,False,False,79.07426937360704
feature_347,6,0.0038289725590299937,1561,2,False,False,0.12395569566659467
feature_364,6,0.0038289725590299937,1561,1,False,True,0.0
feature_367,6,0.0038289725590299937,1561,113,False,False,7.280369020499268e-06
feature_368,6,0.0038289725590299937,1561,97,False,False,4.435267648614675e-06
feature_369,6,0.0038289725590299937,1561,1,False,True,0.0
feature_370,6,0.0038289725590299937,1561,1,False,True,0.0
feature_371,6,0.0038289725590299937,1561,1,False,True,0.0
feature_372,6,0.0038289725590299937,1561,1,False,True,0.0
feature_373,6,0.0038289725590299937,1561,1,False,True,0.0
feature_374,6,0.0038289725590299937,1561,1,False,True,0.0
feature_375,6,0.0038289725590299937,1561,1,False,True,0.0
feature_378,6,0.0038289725590299937,1561,1,False,True,0.0
feature_379,6,0.0038289725590299937,1561,1,False,True,0.0
feature_380,6,0.0038289725590299937,1561,1,False,True,0.0
feature_381,6,0.0038289725590299937,1561,1,False,True,0.0
feature_409,6,0.0038289725590299937,1561,1548,False,False,3.1551493971407805
feature_469,6,0.0038289725590299937,1561,1514,False,False,9.92675304235538
feature_470,6,0.0038289725590299937,1561,1547,False,False,24.818034587339945
feature_471,6,0.0038289725590299937,1561,1552,False,False,103.44634593998973
feature_475,6,0.0038289725590299937,1561,1526,False,False,6.81386167588173
feature_476,6,0.0038289725590299937,1561,1559,False,False,223.0483617067577
feature_477,6,0.0038289725590299937,1561,1537,False,False,103.66830291973804
feature_478,6,0.0038289725590299937,1561,2,False,False,25.60818411299446
feature_479,6,0.0038289725590299937,1561,1507,False,False,6.957793740453627
feature_480,6,0.0038289725590299937,1561,1560,False,False,1277.4219185180368
feature_481,6,0.0038289725590299937,1561,1,False,True,0.0
feature_498,6,0.0038289725590299937,1561,1,False,True,0.0
feature_501,6,0.0038289725590299937,1561,1,False,True,0.0
feature_502,6,0.0038289725590299937,1561,1,False,True,0.0
feature_503,6,0.0038289725590299937,1561,1,False,True,0.0
feature_504,6,0.0038289725590299937,1561,1,False,True,0.0
feature_505,6,0.0038289725590299937,1561,1,False,True,0.0
feature_506,6,0.0038289725590299937,1561,1,False,True,0.0
feature_507,6,0.0038289725590299937,1561,1,False,True,0.0
feature_508,6,0.0038289725590299937,1561,1,False,True,0.0
feature_509,6,0.0038289725590299937,1561,1,False,True,0.0
feature_512,6,0.0038289725590299937,1561,1,False,True,0.0
feature_513,6,0.0038289725590299937,1561,1,False,True,0.0
feature_514,6,0.0038289725590299937,1561,1,False,True,0.0
feature_515,6,0.0038289725590299937,1561,1,False,True,0.0
feature_135,5,0.003190810465858328,1562,134,False,False,3309.2641599217
feature_270,5,0.003190810465858328,1562,599,False,False,70.54862178632509
feature_408,5,0.003190810465858328,1562,593,False,False,6.642435462658301
feature_053,4,0.0025526483726866626,1563,153,False,False,0.0030175289215704348
feature_054,4,0.0025526483726866626,1563,169,False,False,0.0035475853766462027
feature_055,4,0.0025526483726866626,1563,107,False,False,662.6031374118951
feature_056,4,0.0025526483726866626,1563,187,False,False,4.631052258133446e-05
feature_057,4,0.0025526483726866626,1563,159,False,False,1.7427419496522464e-05
feature_058,4,0.0025526483726866626,1563,382,False,False,0.007236488050793934
feature_190,4,0.0025526483726866626,1563,1,False,True,0.0
feature_191,4,0.0025526483726866626,1563,1,False,True,0.0
feature_192,4,0.0025526483726866626,1563,1,False,True,0.0
feature_193,4,0.0025526483726866626,1563,1,False,True,0.0
feature_194,4,0.0025526483726866626,1563,1,False,True,0.0
feature_195,4,0.0025526483726866626,1563,206,False,False,0.15607281820358754
feature_326,4,0.0025526483726866626,1563,1,False,True,0.0
feature_327,4,0.0025526483726866626,1563,1,False,True,0.0
feature_328,4,0.0025526483726866626,1563,1,False,True,0.0
feature_329,4,0.0025526483726866626,1563,1,False,True,0.0
feature_330,4,0.0025526483726866626,1563,1,False,True,0.0
feature_331,4,0.0025526483726866626,1563,313,False,False,0.0040200941991568465
feature_462,4,0.0025526483726866626,1563,1,False,True,0.0
feature_463,4,0.0025526483726866626,1563,1,False,True,0.0
feature_464,4,0.0025526483726866626,1563,1,False,True,0.0
feature_465,4,0.0025526483726866626,1563,1,False,True,0.0
feature_466,4,0.0025526483726866626,1563,1,False,True,0.0
feature_467,4,0.0025526483726866626,1563,417,False,False,75.18534928236956
feature_013,3,0.0019144862795149968,1564,1,False,True,0.0
feature_014,3,0.0019144862795149968,1564,1555,False,False,7.815946180991796
feature_015,3,0.0019144862795149968,1564,1561,False,False,296.3764777077478
feature_016,3,0.0019144862795149968,1564,1477,False,False,5.77488005546523
feature_017,3,0.0019144862795149968,1564,281,False,False,0.0001454087674522995
feature_018,3,0.0019144862795149968,1564,1548,False,False,7.729242323075416
feature_149,3,0.0019144862795149968,1564,1,False,True,0.0
feature_150,3,0.0019144862795149968,1564,1443,False,False,10.502823985133453
feature_151,3,0.0019144862795149968,1564,1498,False,False,960.5430086523195
feature_152,3,0.0019144862795149968,1564,1394,False,False,545.530403418803
feature_153,3,0.0019144862795149968,1564,219,False,False,8.72858338348127e-05
feature_154,3,0.0019144862795149968,1564,1551,False,False,27.431864469863378
feature_284,3,0.0019144862795149968,1564,1,False,True,0.0
feature_285,3,0.0019144862795149968,1564,1527,False,False,0.9266273507007207
feature_286,3,0.0019144862795149968,1564,1540,False,False,95.27140847398483
feature_287,3,0.0019144862795149968,1564,1076,False,False,54.523175594871354
feature_288,3,0.0019144862795149968,1564,87,False,False,8.615143657485233e-06
feature_289,3,0.0019144862795149968,1564,1522,False,False,2.612995466767661
feature_422,3,0.0019144862795149968,1564,1,False,True,0.0
feature_423,3,0.0019144862795149968,1564,1563,False,False,1061.8806466857186
feature_424,3,0.0019144862795149968,1564,1529,False,False,39.98466158355004
feature_425,3,0.0019144862795149968,1564,1540,False,False,540.5754771241734
feature_426,3,0.0019144862795149968,1564,1481,False,False,0.9906255231454326
feature_427,3,0.0019144862795149968,1564,1538,False,False,9.24872583998013
feature_008,2,0.0012763241863433313,1565,1208,False,False,0.005457212536537069
feature_009,2,0.0012763241863433313,1565,568,False,False,0.00022835317978544233
feature_010,2,0.0012763241863433313,1565,392,False,False,8.647386852575813e-05
feature_011,2,0.0012763241863433313,1565,378,False,False,0.00015495451783319213
feature_012,2,0.0012763241863433313,1565,1547,False,False,10.603065356010003
feature_021,2,0.0012763241863433313,1565,1295,False,False,392654.9850869663
feature_022,2,0.0012763241863433313,1565,1176,False,False,87263.58877614349
feature_023,2,0.0012763241863433313,1565,1480,False,False,1903630.3992585887
feature_024,2,0.0012763241863433313,1565,1494,False,False,8420226.141793752
feature_025,2,0.0012763241863433313,1565,704,False,False,0.03152177438275373
feature_026,2,0.0012763241863433313,1565,624,False,False,0.03588542859298757
feature_027,2,0.0012763241863433313,1565,1148,False,False,1.5471670136448306
feature_028,2,0.0012763241863433313,1565,869,False,False,11.972118679746956
feature_029,2,0.0012763241863433313,1565,188,False,False,0.16692422210209354
feature_030,2,0.0012763241863433313,1565,842,False,False,0.0010846098965836132
feature_031,2,0.0012763241863433313,1565,1275,False,False,0.2863863542517082
feature_092,2,0.0012763241863433313,1565,180,False,False,1.043284694546234e-05
feature_093,2,0.0012763241863433313,1565,174,False,False,9.053310920801478e-06
feature_103,2,0.0012763241863433313,1565,153,False,False,9.385458885974134e-06
feature_104,2,0.0012763241863433313,1565,55,False,False,7.232427563821209e-07
feature_144,2,0.0012763241863433313,1565,961,False,False,0.003760532899002746
feature_145,2,0.0012763241863433313,1565,656,False,False,0.0007039524683114046
feature_146,2,0.0012763241863433313,1565,579,False,False,0.00047687673642070447
feature_147,2,0.0012763241863433313,1565,294,False,False,0.0007351821795302594
feature_148,2,0.0012763241863433313,1565,1551,False,False,350.9868367420202
feature_159,2,0.0012763241863433313,1565,954,False,False,965756.0908981413
feature_160,2,0.0012763241863433313,1565,744,False,False,330193.7918794721
feature_161,2,0.0012763241863433313,1565,1411,False,False,17959715.46646143
feature_162,2,0.0012763241863433313,1565,1325,False,False,42921827.1722549
feature_163,2,0.0012763241863433313,1565,260,False,False,0.014871804836223705
feature_164,2,0.0012763241863433313,1565,219,False,False,0.058784976884524706
feature_165,2,0.0012763241863433313,1565,404,False,False,0.165811161008074
feature_166,2,0.0012763241863433313,1565,62,False,False,1.2530521042370544
feature_167,2,0.0012763241863433313,1565,31,False,False,0.40013812532535803
feature_168,2,0.0012763241863433313,1565,207,False,False,0.002267988871581827
feature_169,2,0.0012763241863433313,1565,652,False,False,0.03914635264624524
feature_227,2,0.0012763241863433313,1565,329,False,False,0.00011561143649930079
feature_228,2,0.0012763241863433313,1565,292,False,False,0.00011537863487429697
feature_238,2,0.0012763241863433313,1565,93,False,False,2.8811843746491236e-06
feature_239,2,0.0012763241863433313,1565,80,False,False,2.076321473119048e-06
feature_279,2,0.0012763241863433313,1565,541,False,False,0.0004113871684716594
feature_280,2,0.0012763241863433313,1565,246,False,False,4.2002574324531226e-05
feature_281,2,0.0012763241863433313,1565,227,False,False,3.0732712290622545e-05
feature_282,2,0.0012763241863433313,1565,114,False,False,7.30620552460472e-05
feature_283,2,0.0012763241863433313,1565,1515,False,False,34.368319091088374
feature_294,2,0.0012763241863433313,1565,1562,False,False,227431.35871515376
feature_295,2,0.0012763241863433313,1565,1561,False,False,80338.2916715131
feature_296,2,0.0012763241863433313,1565,1565,False,False,3898572.211866436
feature_297,2,0.0012763241863433313,1565,1559,False,False,10406386.724827727
feature_298,2,0.0012763241863433313,1565,725,False,False,0.00412219794804479
feature_299,2,0.0012763241863433313,1565,626,False,False,0.017104344414596455
feature_300,2,0.0012763241863433313,1565,967,False,False,0.04799479315136012
feature_301,2,0.0012763241863433313,1565,1134,False,False,0.11014141753784974
feature_302,2,0.0012763241863433313,1565,569,False,False,0.038986850415155816
